order_id,customer_id,order_date,order_status
O1524,C141,2023-05-20,Cancelled
O1525,C176,2023-01-13,Shipped
O1526,C197,2025-04-02,Cancelled
O1527,C177,2023-10-18,Pending
O1528,C79,2025-05-03,Delivered
O1529,C93,2025-10-26,Shipped
O1530,C82,2025-08-02,Pending
O1531,C200,2025-11-12,Delivered
O1532,C148,2024-07-23,Pending
O1533,C7,2022-09-17,Shipped
O1534,C167,2023-05-12,Cancelled
O1535,C8,2023-06-01,Pending
O1536,C120,2022-09-08,Pending
O1537,C104,2024-02-18,Pending
O1538,C93,2024-12-26,Pending
O1539,C39,2025-11-19,Shipped
O1540,C190,2025-09-27,Pending
O1541,C14,2025-10-10,Cancelled
O1542,C191,2024-10-20,Shipped
O1543,C48,2023-07-04,Pending
O1544,C198,2025-05-23,Delivered
O1545,C195,2023-06-11,Shipped
O1546,C50,2022-01-04,Cancelled
O1547,C2,2023-03-27,Delivered
O1548,C139,2024-03-08,Cancelled
O1549,C129,2024-03-21,Cancelled
O1550,C195,2025-12-27,Pending
O1551,C106,2025-02-08,Pending
O1552,C107,2024-05-09,Cancelled
O1553,C196,2025-03-19,Pending
O1554,C89,2022-12-08,Delivered
O1555,C18,2024-08-13,Pending
O1556,C18,2024-04-07,Shipped
O1557,C43,2023-08-04,Cancelled
O1558,C130,2024-09-03,Cancelled
O1559,C57,2025-03-26,Shipped
O1560,C100,2024-09-01,Pending
O1561,C25,2023-04-08,Pending
O1562,C198,2025-09-14,Delivered
O1563,C30,2024-12-02,Delivered
O1564,C154,2024-03-11,Delivered
O1565,C182,2024-10-05,Pending
O1566,C189,2022-05-16,Cancelled
O1567,C28,2022-09-08,Pending
O1568,C105,2022-11-26,Shipped
O1569,C80,2025-05-26,Cancelled
O1570,C174,2025-11-26,Pending
O1571,C78,2024-06-06,Pending
O1572,C122,2025-10-13,Shipped
O1573,C137,2025-02-06,Shipped
O1574,C97,2024-10-17,Delivered
O1575,C122,2025-01-03,Shipped
O1576,C10,2023-06-20,Shipped
O1577,C199,2024-07-13,Cancelled
O1578,C19,2025-09-03,Pending
O1579,C161,2023-07-21,Pending
O1580,C82,2022-11-10,Pending
O1581,C137,2025-12-12,Shipped
O1582,C197,2024-11-01,Pending
O1583,C123,2025-12-08,Shipped
O1584,C114,2024-09-25,Cancelled
O1585,C145,2023-02-07,Delivered
O1586,C70,2025-02-24,Delivered
O1587,C82,2025-05-25,Delivered
O1588,C17,2025-09-01,Shipped
O1589,C48,2023-03-09,Delivered
O1590,C74,2023-02-12,Shipped
O1591,C160,2022-05-21,Cancelled
O1592,C141,2022-10-20,Cancelled
O1593,C197,2025-04-26,Shipped
O1594,C120,2024-03-21,Cancelled
O1595,C131,2024-11-15,Cancelled
O1596,C135,2022-07-26,Cancelled
O1597,C176,2025-04-04,Delivered
O1598,C155,2022-11-25,Pending
O1599,C47,2025-03-21,Shipped
O1600,C24,2025-10-28,Delivered
O1601,C64,2025-10-22,Cancelled
O1602,C147,2023-03-13,Pending
O1603,C65,2023-11-15,Pending
O1604,C182,2022-07-11,Delivered
O1605,C131,2022-08-02,Shipped
O1606,C116,2024-11-12,Delivered
O1607,C150,2022-06-21,Cancelled
O1608,C163,2024-09-07,Pending
O1609,C62,2023-06-04,Delivered
O1610,C59,2022-05-18,Shipped
O1611,C95,2023-05-11,Delivered
O1612,C2,2023-05-07,Delivered
O1613,C185,2024-04-04,Pending
O1614,C169,2022-02-09,Pending
O1615,C181,2025-07-23,Pending
O1616,C199,2024-04-15,Shipped
O1617,C101,2022-10-01,Pending
O1618,C189,2022-08-20,Cancelled
O1619,C139,2025-08-28,Delivered
O1620,C18,2022-08-21,Pending
O1621,C119,2025-02-15,Pending
O1622,C176,2023-10-26,Delivered
O1623,C173,2025-05-23,Cancelled
O1624,C126,2023-01-04,Shipped
O1625,C195,2024-12-06,Cancelled
O1626,C170,2025-02-02,Shipped
O1627,C39,2025-10-28,Shipped
O1628,C108,2024-01-04,Delivered
O1629,C176,2022-02-22,Delivered
O1630,C123,2022-08-11,Delivered
O1631,C180,2025-10-14,Delivered
O1632,C152,2025-02-03,Cancelled
O1633,C166,2022-05-13,Delivered
O1634,C187,2023-08-15,Cancelled
O1635,C189,2025-08-10,Cancelled
O1636,C184,2024-03-04,Delivered
O1637,C24,2025-01-10,Cancelled
O1638,C32,2024-03-19,Shipped
O1639,C187,2024-06-05,Cancelled
O1640,C104,2022-02-16,Delivered
O1641,C187,2024-08-20,Shipped
O1642,C118,2024-12-15,Delivered
O1643,C52,2024-10-06,Pending
O1644,C21,2023-09-28,Pending
O1645,C18,2025-07-25,Delivered
O1646,C173,2023-05-28,Shipped
O1647,C16,2023-07-02,Shipped
O1648,C97,2023-05-06,Cancelled
O1649,C26,2025-07-16,Delivered
O1650,C54,2022-10-14,Shipped
O1651,C100,2023-11-06,Cancelled
O1652,C149,2025-11-02,Delivered
O1653,C60,2024-07-01,Cancelled
O1654,C28,2023-06-03,Shipped
O1655,C103,2025-04-17,Cancelled
O1656,C44,2024-04-08,Pending
O1657,C63,2022-03-19,Delivered
O1658,C128,2022-09-14,Delivered
O1659,C130,2023-08-25,Cancelled
O1660,C168,2025-05-17,Pending
O1661,C114,2022-07-16,Shipped
O1662,C135,2024-09-22,Shipped
O1663,C198,2023-12-23,Shipped
O1664,C88,2025-01-12,Delivered
O1665,C167,2022-08-15,Delivered
O1666,C172,2022-07-12,Shipped
O1667,C194,2023-12-21,Delivered
O1668,C176,2024-01-04,Pending
O1669,C74,2025-09-02,Shipped
O1670,C103,2025-12-06,Pending
O1671,C180,2023-12-08,Delivered
O1672,C192,2025-12-18,Pending
O1673,C188,2023-07-27,Cancelled
O1674,C63,2023-09-06,Delivered
O1675,C8,2023-03-20,Shipped
O1676,C186,2022-09-10,Cancelled
O1677,C133,2024-03-01,Pending
O1678,C166,2024-01-14,Shipped
O1679,C19,2025-08-16,Cancelled
O1680,C89,2023-10-01,Delivered
O1681,C50,2023-06-26,Delivered
O1682,C7,2022-07-20,Pending
O1683,C56,2024-09-20,Delivered
O1684,C180,2024-12-05,Pending
O1685,C75,2025-11-26,Pending
O1686,C86,2022-12-12,Cancelled
O1687,C122,2022-12-28,Delivered
O1688,C181,2022-08-02,Delivered
O1689,C89,2023-09-23,Pending
O1690,C27,2024-06-21,Pending
O1691,C166,2022-02-07,Pending
O1692,C119,2024-08-01,Shipped
O1693,C107,2024-06-21,Pending
O1694,C174,2022-06-07,Delivered
O1695,C181,2023-06-11,Delivered
O1696,C88,2024-05-10,Pending
O1697,C184,2023-08-25,Delivered
O1698,C159,2023-10-19,Cancelled
O1699,C66,2023-01-16,Pending
O1700,C101,2023-04-25,Cancelled
O1701,C126,2023-05-04,Shipped
O1702,C150,2025-10-01,Cancelled
O1703,C91,2025-03-07,Cancelled
O1704,C138,2025-01-05,Pending
O1705,C176,2025-01-06,Shipped
O1706,C161,2023-03-28,Shipped
O1707,C30,2022-12-23,Cancelled
O1708,C171,2023-07-08,Delivered
O1709,C135,2025-05-24,Pending
O1710,C109,2022-11-11,Delivered
O1711,C27,2022-03-03,Shipped
O1712,C122,2022-10-08,Delivered
O1713,C142,2024-06-09,Delivered
O1714,C96,2024-10-17,Delivered
O1715,C61,2025-09-24,Delivered
O1716,C179,2022-02-18,Shipped
O1717,C150,2023-01-07,Shipped
O1718,C187,2023-11-18,Shipped
O1719,C128,2022-05-04,Pending
O1720,C87,2024-04-17,Pending
O1721,C193,2022-02-23,Cancelled
O1722,C73,2023-11-05,Pending
O1723,C7,2024-01-27,Delivered
O1724,C67,2024-07-09,Shipped
O1725,C20,2023-08-26,Delivered
O1726,C148,2023-07-02,Delivered
O1727,C34,2022-06-12,Pending
O1728,C89,2023-04-28,Delivered
O1729,C5,2025-12-18,Shipped
O1730,C30,2022-06-05,Delivered
O1731,C77,2025-03-22,Cancelled
O1732,C92,2024-12-12,Cancelled
O1733,C113,2022-02-26,Shipped
O1734,C38,2024-12-24,Pending
O1735,C110,2023-10-12,Cancelled
O1736,C129,2022-11-14,Shipped
O1737,C155,2025-05-23,Delivered
O1738,C36,2025-08-02,Delivered
O1739,C72,2024-03-15,Delivered
O1740,C78,2022-01-03,Delivered
O1741,C61,2022-09-20,Shipped
O1742,C3,2024-01-21,Pending
O1743,C185,2022-10-14,Delivered
O1744,C41,2025-10-24,Pending
O1745,C191,2023-05-20,Shipped
O1746,C68,2022-02-15,Cancelled
O1747,C108,2024-06-14,Pending
O1748,C38,2023-07-11,Delivered
O1749,C145,2024-05-16,Cancelled
O1750,C140,2022-12-07,Pending
O1751,C22,2022-10-15,Pending
O1752,C129,2024-01-10,Cancelled
O1753,C11,2024-05-25,Delivered
O1754,C31,2022-01-08,Cancelled
O1755,C36,2024-10-11,Delivered
O1756,C50,2025-10-06,Cancelled
O1757,C153,2024-03-04,Cancelled
O1758,C16,2022-01-19,Cancelled
O1759,C149,2024-06-20,Cancelled
O1760,C191,2022-09-13,Shipped
O1761,C47,2024-03-12,Cancelled
O1762,C5,2022-04-12,Delivered
O1763,C146,2025-12-11,Shipped
O1764,C151,2025-02-18,Cancelled
O1765,C28,2025-12-07,Pending
O1766,C2,2025-12-02,Shipped
O1767,C125,2023-12-24,Pending
O1768,C171,2025-10-22,Pending
O1769,C1,2022-03-15,Pending
O1770,C199,2023-07-12,Pending
O1771,C34,2022-12-12,Cancelled
O1772,C100,2022-01-12,Cancelled
O1773,C70,2023-03-21,Delivered
O1774,C151,2022-11-19,Cancelled
O1775,C31,2025-03-20,Cancelled
O1776,C47,2025-06-04,Pending
O1777,C66,2025-06-05,Delivered
O1778,C53,2023-04-25,Pending
O1779,C75,2025-04-27,Delivered
O1780,C44,2022-06-06,Cancelled
O1781,C172,2023-08-26,Delivered
O1782,C100,2023-07-18,Pending
O1783,C33,2022-12-13,Delivered
O1784,C67,2024-05-21,Shipped
O1785,C178,2025-03-01,Pending
O1786,C26,2024-06-12,Shipped
O1787,C137,2024-06-01,Pending
O1788,C25,2025-01-05,Delivered
O1789,C120,2024-06-08,Cancelled
O1790,C162,2022-09-20,Shipped
O1791,C176,2024-05-01,Pending
O1792,C18,2023-09-13,Pending
O1793,C194,2023-02-06,Cancelled
O1794,C53,2025-05-14,Cancelled
O1795,C110,2025-03-03,Shipped
O1796,C28,2022-02-12,Cancelled
O1797,C132,2025-12-17,Delivered
O1798,C33,2024-04-05,Shipped
O1799,C168,2025-10-28,Delivered
O1800,C184,2022-02-23,Cancelled
O1801,C135,2023-10-01,Cancelled
O1802,C115,2023-10-07,Shipped
O1803,C148,2024-12-16,Pending
O1804,C36,2024-07-19,Cancelled
O1805,C109,2025-10-22,Pending
O1806,C14,2024-09-22,Cancelled
O1807,C127,2023-08-03,Shipped
O1808,C154,2022-08-15,Cancelled
O1809,C61,2022-09-07,Delivered
O1810,C76,2022-02-27,Shipped
O1811,C161,2023-08-17,Cancelled
O1812,C107,2025-09-26,Delivered
O1813,C155,2023-11-01,Shipped
O1814,C144,2023-12-14,Shipped
O1815,C130,2025-09-05,Pending
O1816,C134,2025-03-26,Shipped
O1817,C200,2024-05-02,Pending
O1818,C189,2023-09-15,Delivered
O1819,C169,2023-07-21,Pending
O1820,C162,2025-02-25,Shipped
O1821,C37,2023-01-14,Delivered
O1822,C71,2023-07-27,Delivered
O1823,C57,2023-02-07,Shipped
O1824,C198,2024-01-08,Delivered
O1825,C132,2022-05-18,Shipped
O1826,C8,2023-06-22,Cancelled
O1827,C196,2024-11-24,Delivered
O1828,C196,2024-12-09,Cancelled
O1829,C176,2023-04-26,Pending
O1830,C156,2023-08-24,Pending
O1831,C136,2023-05-24,Shipped
O1832,C172,2025-11-05,Delivered
O1833,C126,2023-03-17,Delivered
O1834,C157,2022-12-18,Delivered
O1835,C85,2024-03-19,Cancelled
O1836,C98,2024-05-10,Shipped
O1837,C62,2025-10-10,Shipped
O1838,C87,2024-02-09,Cancelled
O1839,C62,2025-05-05,Delivered
O1840,C153,2022-08-07,Pending
O1841,C180,2022-05-19,Delivered
O1842,C137,2025-12-15,Delivered
O1843,C114,2022-01-26,Delivered
O1844,C91,2022-06-06,Cancelled
O1845,C113,2024-05-19,Shipped
O1846,C94,2025-12-07,Delivered
O1847,C178,2023-01-15,Pending
O1848,C149,2023-02-21,Shipped
O1849,C146,2023-07-06,Cancelled
O1850,C181,2022-12-02,Cancelled
O1851,C145,2024-02-25,Shipped
O1852,C178,2023-01-04,Delivered
O1853,C45,2025-11-13,Delivered
O1854,C14,2022-09-11,Cancelled
O1855,C139,2023-11-17,Pending
O1856,C71,2022-10-13,Cancelled
O1857,C120,2025-04-22,Cancelled
O1858,C38,2024-07-22,Delivered
O1859,C10,2022-08-10,Pending
O1860,C150,2024-06-04,Cancelled
O1861,C142,2023-02-20,Pending
O1862,C107,2024-03-02,Delivered
O1863,C53,2024-11-12,Delivered
O1864,C180,2022-06-26,Delivered
O1865,C93,2023-07-26,Cancelled
O1866,C60,2023-09-26,Pending
O1867,C103,2024-05-20,Pending
O1868,C110,2024-08-16,Delivered
O1869,C126,2025-04-02,Pending
O1870,C50,2025-05-20,Shipped
O1871,C181,2024-05-25,Pending
O1872,C159,2025-05-12,Cancelled
O1873,C42,2022-03-25,Cancelled
O1874,C115,2024-06-26,Delivered
O1875,C72,2023-03-03,Delivered
O1876,C89,2024-01-25,Delivered
O1877,C122,2025-04-01,Delivered
O1878,C135,2025-12-12,Cancelled
O1879,C103,2022-11-03,Delivered
O1880,C65,2023-09-26,Shipped
O1881,C14,2022-09-04,Cancelled
O1882,C80,2024-02-14,Shipped
O1883,C75,2025-03-15,Delivered
O1884,C16,2023-12-01,Pending
O1885,C181,2025-09-10,Pending
O1886,C111,2022-08-23,Cancelled
O1887,C145,2025-03-03,Delivered
O1888,C110,2023-04-16,Delivered
O1889,C26,2022-04-25,Delivered
O1890,C33,2024-10-13,Delivered
O1891,C78,2023-05-17,Cancelled
O1892,C77,2024-05-07,Shipped
O1893,C83,2025-03-05,Delivered
O1894,C84,2024-12-28,Shipped
O1895,C51,2025-04-22,Cancelled
O1896,C187,2022-07-03,Delivered
O1897,C62,2023-04-15,Cancelled
O1898,C18,2022-01-14,Cancelled
O1899,C158,2022-08-02,Cancelled
O1900,C180,2023-07-10,Cancelled
O1901,C137,2023-04-02,Delivered
O1902,C43,2023-03-07,Shipped
O1903,C69,2024-01-18,Shipped
O1904,C144,2022-10-20,Delivered
O1905,C189,2024-09-11,Shipped
O1906,C85,2024-12-09,Cancelled
O1907,C164,2025-12-18,Shipped
O1908,C27,2022-02-18,Shipped
O1909,C172,2025-06-18,Cancelled
O1910,C118,2023-10-02,Delivered
O1911,C61,2022-11-23,Shipped
O1912,C10,2022-02-23,Delivered
O1913,C131,2023-12-17,Shipped
O1914,C196,2023-07-19,Cancelled
O1915,C147,2022-09-21,Cancelled
O1916,C56,2022-06-09,Delivered
O1917,C75,2023-02-14,Delivered
O1918,C63,2023-12-26,Shipped
O1919,C29,2025-04-16,Cancelled
O1920,C52,2022-09-17,Cancelled
O1921,C43,2024-11-08,Delivered
O1922,C154,2023-08-15,Cancelled
O1923,C153,2022-03-23,Pending
O1924,C143,2024-07-04,Delivered
O1925,C189,2023-10-17,Pending
O1926,C141,2022-05-09,Pending
O1927,C75,2023-03-13,Delivered
O1928,C68,2023-09-02,Cancelled
O1929,C168,2022-02-24,Pending
O1930,C184,2023-10-16,Pending
O1931,C99,2023-04-19,Cancelled
O1932,C129,2025-08-08,Shipped
O1933,C185,2023-05-19,Cancelled
O1934,C83,2022-01-13,Cancelled
O1935,C101,2022-08-20,Cancelled
O1936,C156,2022-05-07,Delivered
O1937,C195,2025-09-28,Shipped
O1938,C83,2025-08-25,Pending
O1939,C99,2023-09-14,Pending
O1940,C163,2024-05-08,Delivered
O1941,C138,2022-06-24,Shipped
O1942,C19,2022-06-06,Shipped
O1943,C167,2024-08-28,Cancelled
O1944,C24,2025-04-20,Pending
O1945,C79,2024-07-02,Pending
O1946,C185,2024-02-03,Delivered
O1947,C107,2025-03-02,Cancelled
O1948,C97,2023-02-16,Cancelled
O1949,C156,2024-12-06,Cancelled
O1950,C22,2022-08-01,Pending
O1951,C87,2023-12-18,Pending
O1952,C101,2023-11-26,Delivered
O1953,C47,2025-01-07,Pending
O1954,C167,2022-04-27,Delivered
O1955,C189,2022-03-01,Shipped
O1956,C68,2025-05-09,Pending
O1957,C76,2025-05-24,Cancelled
O1958,C97,2023-09-03,Delivered
O1959,C17,2022-08-18,Shipped
O1960,C118,2025-12-24,Delivered
O1961,C159,2022-02-05,Pending
O1962,C165,2023-02-28,Shipped
O1963,C62,2023-01-05,Pending
O1964,C52,2023-05-19,Shipped
O1965,C182,2024-11-14,Shipped
O1966,C196,2023-04-07,Cancelled
O1967,C181,2025-02-18,Pending
O1968,C24,2025-05-19,Delivered
O1969,C189,2023-12-10,Pending
O1970,C124,2022-11-26,Shipped
O1971,C69,2023-06-11,Shipped
O1972,C136,2025-05-20,Shipped
O1973,C144,2022-03-17,Pending
O1974,C67,2025-10-20,Delivered
O1975,C79,2024-01-07,Delivered
O1976,C117,2022-03-18,Delivered
O1977,C71,2023-06-27,Cancelled
O1978,C69,2024-06-27,Shipped
O1979,C97,2025-07-04,Shipped
O1980,C185,2024-01-03,Cancelled
O1981,C180,2022-09-17,Cancelled
O1982,C47,2025-12-03,Delivered
O1983,C97,2023-06-15,Delivered
O1984,C92,2024-11-04,Pending
O1985,C149,2022-12-09,Shipped
O1986,C173,2025-01-22,Shipped
O1987,C33,2023-04-21,Cancelled
O1988,C111,2025-11-12,Delivered
O1989,C55,2025-05-25,Delivered
O1990,C164,2023-02-04,Delivered
O1991,C184,2024-05-14,Cancelled
O1992,C134,2024-09-17,Delivered
O1993,C43,2022-09-22,Delivered
O1994,C107,2024-03-04,Delivered
O1995,C136,2024-03-03,Pending
O1996,C34,2025-07-12,Delivered
O1997,C151,2025-05-14,Cancelled
O1998,C162,2022-08-14,Pending
O1999,C161,2022-01-09,Cancelled
O2000,C118,2022-02-23,Pending
